Trader,Market Share,Profit
ZIC,18.181818181818183,594.3489999999999
ZIC,18.75,1056.1349999999998
ZIC,20.0,4796.388999999999
ZIC,21.05263157894737,109.83
ZIC,21.428571428571427,1661.323
ZIC,22.22222222222222,774.4960000000001
ZIC,23.076923076923077,2921.45
ZIC,23.529411764705884,837.813
ZIC,25.0,6306.6179999999995
ZIC,26.31578947368421,554.6709999999999
ZIC,26.666666666666668,2014.14
ZIC,27.272727272727273,3911.065
ZIC,27.77777777777778,779.323
ZIC,28.571428571428573,3223.4220000000005
ZIC,29.41176470588235,1085.308
ZIC,30.0,3358.3950000000004
ZIC,30.76923076923077,3214.599
ZIC,31.25,2146.822
ZIC,33.333333333333336,9867.795
ZIC,35.714285714285715,3446.59
ZIC,36.36363636363637,2810.696
ZIC,37.5,2096.252
ZIC,38.46153846153846,3520.3759999999993
ZIC,40.0,3102.767
ZIC,41.666666666666664,3373.8960000000006
ZIC,42.857142857142854,1514.9309999999998
ZIC,44.44444444444444,1766.492
ZIC,45.45454545454545,3141.4430000000007
ZIC,50.0,6220.050000000001
ZIC,55.55555555555556,1779.02
ZIC,57.142857142857146,1029.5040000000001
ZIC,60.0,596.292
ZIC,62.5,741.7879999999999
ZIC,66.66666666666667,464.439
ZIC,71.42857142857143,647.01
ZIC,75.0,236.05
ZIC,80.0,136.788
ZIC,83.33333333333333,178.85
ZIC,100.0,88.142
ZIP,6.25,149.32999999999998
ZIP,6.666666666666667,458.26899999999995
ZIP,7.142857142857143,619.9769999999999
ZIP,7.6923076923076925,1100.917
ZIP,8.333333333333334,1897.78
ZIP,9.090909090909092,2848.804
ZIP,10.0,2877.665000000001
ZIP,11.11111111111111,3734.223999999999
ZIP,11.764705882352942,82.28999999999999
ZIP,12.5,3948.5629999999996
ZIP,13.333333333333334,731.607
ZIP,14.285714285714286,5418.791000000001
ZIP,15.384615384615385,2167.363
ZIP,16.666666666666668,5146.63
ZIP,17.647058823529413,344.096
ZIP,18.181818181818183,2178.276
ZIP,18.75,830.953
ZIP,20.0,6288.002000000001
ZIP,21.05263157894737,160.89000000000004
ZIP,21.428571428571427,1969.864
ZIP,22.22222222222222,2852.7870000000003
ZIP,23.076923076923077,2419.398
ZIP,23.529411764705884,819.6710000000002
ZIP,25.0,8176.432999999998
ZIP,26.31578947368421,449.54600000000005
ZIP,26.666666666666668,2167.2369999999996
ZIP,27.272727272727273,2098.6730000000002
ZIP,27.77777777777778,903.2359999999999
ZIP,28.571428571428573,5501.601
ZIP,29.41176470588235,1614.3080000000002
ZIP,30.0,2599.302
ZIP,30.76923076923077,2577.6570000000006
ZIP,31.25,2394.5330000000004
ZIP,33.333333333333336,11868.987999999998
ZIP,35.714285714285715,2702.1719999999996
ZIP,36.36363636363637,1960.3600000000004
ZIP,37.5,1790.042
ZIP,38.46153846153846,3069.8460000000005
ZIP,40.0,4421.344
ZIP,41.666666666666664,3244.1220000000003
ZIP,42.857142857142854,1400.7430000000002
ZIP,44.44444444444444,2108.3349999999996
ZIP,45.45454545454545,2405.424
ZIP,50.0,8165.147999999998
ZIP,55.55555555555556,2224.121
ZIP,57.142857142857146,1329.546
ZIP,60.0,777.8
ZIP,62.5,1543.4270000000001
ZIP,66.66666666666667,2460.35
ZIP,71.42857142857143,1224.225
ZIP,75.0,894.4000000000001
ZIP,80.0,849.3000000000001
ZIP,83.33333333333333,966.6999999999999
ZIP,100.0,2034.9899999999998
